Rating klienta,Stan konta,Okres,Historia,Cel,Kwota,Suma aktywów,Zatrudnienie,Rata,Stan,Płeć,Zamieszkanie,Zabezpieczenie,Wiek,Inne kredyty,Mieszkanie,Liczba kredytów,Stanowisko,Próba
zły,brak,12,brak,meble,943.6,<140,5 do 8 lat,< 15,MŻW,m,Do roku,samochód,18,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,18,spłacone,AGD,1666,brak,bezrobotny,25-35,K,k,>8 lat,nieruchomość,53,brak,własne,5- 6,niewykfalifikowany bez stałej pracy,Uczenie
dobry,>$300,60,spłacone,inny,19258.4,>1400,Ponad 8,25-35,MS,m,>8 lat,nieruchomość,61,inny bank,własne,jeden,specjalista/samozatr.,Test
dobry,debet,9,brak,meble,641.2,brak,1 do 5 lat,< 15,MS,m,5-8 lat,brak,22,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,6,brak,AGD,924,140-700,5 do 8 lat,25-35,MŻW,m,>8 lat,brak,21,brak,inne,jeden,niewykfalifikowany stała praca,Test
zły,<= $300,36,brak,meble,5894,brak,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,24,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,48,spłacone,nowy samochód,3851.4,>1400,Ponad 8,< 15,MS,m,5-8 lat,polisa,36,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,debet,18,brak,meble,1212.4,brak,1 do 5 lat,< 15,MŻW,m,1-5 lat,brak,23,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,21,bez problemów,inny,3294.2,brak,1 do 5 lat,> 35,MR,m,>8 lat,samochód,45,brak,wynajem,2- 4,wykfalifikowany,Test
zły,debet,18,spłacone,inny,1478.4,brak,Ponad 8,15- 25,MS,m,5-8 lat,brak,28,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,18,brak,nowy samochód,10515.4,>1400,Ponad 8,> 35,MS,m,>8 lat,samochód,49,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,22,brak,meble,3745,140-700,Ponad 8,15- 25,MS,m,>8 lat,polisa,38,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,brak,meble,3197.6,brak,5 do 8 lat,< 15,MS,m,1-5 lat,polisa,26,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,12,brak,meble,9055.2,>1400,bezrobotny,25-35,MS,m,Do roku,nieruchomość,50,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,debet,12,spłacone,inny,1341.2,brak,5 do 8 lat,25-35,MS,m,5-8 lat,brak,45,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,brak,10,spłacone,inny,1453.2,brak,5 do 8 lat,< 15,MS,m,5-8 lat,samochód,47,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,36,bez problemów,rehabilitacja,13799.8,<140,5 do 8 lat,> 35,MS,m,5-8 lat,samochód,29,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
zły,brak,12,opóźnienia,inny,1514.8,brak,1 do 5 lat,< 15,MS,m,>8 lat,polisa,46,inny bank,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,10,brak,inny,1985.2,<140,1 do 5 lat,15- 25,MS,m,1-5 lat,brak,33,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,18,bez problemów,inny,4058.6,>1400,Ponad 8,< 15,MS,m,>8 lat,polisa,41,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,48,bez problemów,meble,17848.6,140-700,5 do 8 lat,< 15,MS,m,Do roku,polisa,35,brak,wynajem,jeden,specjalista/samozatr.,Test
dobry,brak,6,brak,używany samochód,1923.6,brak,1 do 5 lat,> 35,MS,m,1-5 lat,brak,34,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,9,spłacone,meble,4303.6,>1400,1 do 5 lat,> 35,MS,m,1-5 lat,brak,31,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,brak,15,bez problemów,używany samochód,5100.2,brak,Ponad 8,> 35,K,k,>8 lat,samochód,25,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
zły,brak,36,brak,nowy samochód,11669,>1400,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,45,brak,własne,jeden,wykfalifikowany,Uczenie
zły,brak,24,brak,używany samochód,3302.6,<140,bezrobotny,> 35,MR,m,Do roku,samochód,31,brak,wynajem,jeden,wykfalifikowany,Test
zły,debet,9,brak,meble,2338,brak,do roku,< 15,K,k,1-5 lat,polisa,20,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,brak,nowy samochód,3644.2,700-1400,1 do 5 lat,25-35,K,k,>8 lat,polisa,26,brak,inne,jeden,wykfalifikowany,Test
zły,>$300,18,brak,inny,9465.4,>1400,1 do 5 lat,25-35,MS,m,>8 lat,polisa,66,sklep,inne,2- 4,wykfalifikowany,Test
dobry,>$300,6,brak,nowy samochód,1730.4,140-700,1 do 5 lat,25-35,MS,m,>8 lat,samochód,48,brak,inne,jeden,wykfalifikowany,Test
dobry,brak,9,brak,używany samochód,2990.4,brak,1 do 5 lat,15- 25,MS,m,1-5 lat,brak,23,brak,wynajem,jeden,wykfalifikowany,Test
dobry,brak,9,spłacone,inny,3918.6,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,34,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,48,spłacone,remont,8554,brak,1 do 5 lat,> 35,MS,m,5-8 lat,nieruchomość,29,inny bank,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,nowy samochód,3284.4,brak,5 do 8 lat,< 15,MS,m,5-8 lat,polisa,33,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,brak,15,spłacone,używany samochód,2006.2,brak,1 do 5 lat,< 15,K,k,5-8 lat,samochód,23,brak,inne,2- 4,wykfalifikowany,Test
zły,>$300,36,brak,remont,2546.6,brak,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,35,sklep,własne,jeden,wykfalifikowany,Uczenie
dobry,brak,14,brak,inny,5562.2,brak,bezrobotny,> 35,MS,m,>8 lat,nieruchomość,20,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,brak,meble,1086.4,brak,1 do 5 lat,< 15,MŻW,m,1-5 lat,brak,26,brak,wynajem,jeden,wykfalifikowany,Test
zły,brak,27,opóźnienia,rehabilitacja,7410.2,brak,bezrobotny,25-35,MS,m,>8 lat,samochód,48,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,debet,9,brak,meble,1688.4,brak,Ponad 8,< 15,K,k,>8 lat,brak,23,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,12,brak,meble,875,brak,do roku,< 15,MŻW,m,Do roku,brak,24,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,debet,12,brak,inny,1409.8,700-1400,1 do 5 lat,< 15,MŻW,m,Do roku,brak,20,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,12,brak,meble,981.4,brak,1 do 5 lat,< 15,MŻW,m,1-5 lat,brak,38,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,debet,18,spłacone,używany samochód,2699.2,brak,do roku,25-35,MS,m,1-5 lat,brak,29,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,>$300,18,brak,meble,2062.2,brak,do roku,15- 25,MŻW,m,>8 lat,brak,37,brak,wynajem,jeden,wykfalifikowany,Test
zły,brak,42,brak,meble,10043.6,>1400,5 do 8 lat,< 15,K,k,5-8 lat,polisa,28,brak,wynajem,jeden,specjalista/samozatr.,Test
zły,>$300,10,brak,używany samochód,3094,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,23,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,12,brak,inny,2986.2,>1400,Ponad 8,< 15,K,k,>8 lat,nieruchomość,50,brak,własne,jeden,specjalista/samozatr.,Test
dobry,>$300,12,spłacone,remont,2816.8,>1400,5 do 8 lat,< 15,K,k,1-5 lat,polisa,59,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,18,spłacone,rehabilitacja,5026,brak,bezrobotny,15- 25,MŻW,m,5-8 lat,polisa,38,brak,wynajem,5- 6,niewykfalifikowany bez stałej pracy,Uczenie
dobry,>$300,12,bez problemów,nowy samochód,2104.2,brak,1 do 5 lat,< 15,MŻW,m,>8 lat,brak,39,brak,inne,jeden,wykfalifikowany,Uczenie
zły,debet,9,brak,używany samochód,1285.2,brak,1 do 5 lat,< 15,K,k,Do roku,samochód,28,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,15,brak,nowy samochód,4240.6,brak,5 do 8 lat,25-35,MS,m,1-5 lat,polisa,31,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,brak,meble,2090.2,brak,do roku,< 15,K,k,5-8 lat,polisa,32,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,18,spłacone,meble,2520,brak,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,22,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,18,inny bank,inny,2018.8,brak,5 do 8 lat,< 15,MS,m,>8 lat,nieruchomość,30,inny bank,własne,2- 4,niewykfalifikowany stała praca,Test
dobry,debet,24,brak,inny,1681.4,brak,do roku,< 15,MS,m,Do roku,samochód,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,>$300,18,inny bank,inny,9041.2,brak,Ponad 8,25-35,MS,m,>8 lat,nieruchomość,37,inny bank,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,debet,6,brak,AGD,635.6,brak,do roku,15- 25,MŻW,m,Do roku,samochód,20,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,<= $300,24,brak,używany samochód,2695,brak,1 do 5 lat,25-35,MS,m,1-5 lat,brak,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,używany samochód,4663.4,brak,Ponad 8,25-35,MS,m,>8 lat,samochód,40,sklep,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,9,brak,meble,3854.2,<140,Ponad 8,15- 25,MS,m,>8 lat,polisa,33,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,15,brak,RTV,1766.8,140-700,5 do 8 lat,< 15,MS,m,5-8 lat,samochód,34,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,54,opóźnienia,rehabilitacja,22323,brak,do roku,15- 25,MS,m,>8 lat,nieruchomość,56,brak,inne,jeden,wykfalifikowany,Test
zły,>$300,6,brak,używany samochód,6455.4,brak,do roku,> 35,K,k,>8 lat,samochód,30,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,10,brak,meble,3241,brak,Ponad 8,15- 25,MS,m,>8 lat,brak,50,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,12,spłacone,inny,2093,brak,Ponad 8,< 15,MS,m,Do roku,brak,36,brak,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
dobry,>$300,36,spłacone,meble,13392.4,brak,1 do 5 lat,25-35,K,k,1-5 lat,polisa,29,sklep,wynajem,2- 4,wykfalifikowany,Test
zły,>$300,18,bez problemów,rehabilitacja,3036.6,brak,1 do 5 lat,< 15,MŻW,m,1-5 lat,polisa,26,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,6,brak,meble,2888.2,brak,do roku,< 15,MŻW,m,5-8 lat,polisa,28,brak,inne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,12,brak,nowy samochód,1978.2,700-1400,5 do 8 lat,15- 25,MS,m,1-5 lat,samochód,53,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,18,spłacone,meble,1636.6,>1400,1 do 5 lat,< 15,MS,m,5-8 lat,samochód,27,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,<= $300,9,opóźnienia,meble,1871.8,brak,do roku,< 15,MS,m,1-5 lat,polisa,32,brak,wynajem,2- 4,specjalista/samozatr.,Uczenie
zły,debet,9,inny bank,nowy samochód,7180.6,brak,Ponad 8,25-35,K,k,>8 lat,nieruchomość,72,inny bank,własne,jeden,specjalista/samozatr.,Test
dobry,>$300,15,brak,nowy samochód,5336.8,<140,do roku,> 35,K,k,>8 lat,polisa,21,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,18,brak,meble,2871.4,brak,do roku,< 15,MS,m,Do roku,brak,31,brak,wynajem,jeden,wykfalifikowany,Test
dobry,debet,9,brak,inny,386.4,brak,1 do 5 lat,< 15,MŻW,m,>8 lat,brak,20,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,12,brak,meble,3190.6,>1400,1 do 5 lat,< 15,MS,m,>8 lat,nieruchomość,35,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,36,brak,rehabilitacja,8038.8,<140,5 do 8 lat,25-35,MS,m,1-5 lat,polisa,29,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,21,brak,używany samochód,5038.6,brak,5 do 8 lat,> 35,K,k,>8 lat,polisa,24,brak,inne,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,6,spłacone,inny,6602.4,>1400,do roku,> 35,MS,m,5-8 lat,brak,42,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
zły,debet,12,brak,meble,2077.6,>1400,1 do 5 lat,25-35,MŻW,m,Do roku,brak,23,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,40,spłacone,remont,8397.2,brak,1 do 5 lat,< 15,MS,m,5-8 lat,nieruchomość,25,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
zły,>$300,18,bez problemów,używany samochód,2531.2,brak,5 do 8 lat,< 15,K,k,Do roku,brak,20,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,12,brak,inny,1541.4,brak,1 do 5 lat,15- 25,MŻW,m,1-5 lat,brak,25,brak,wynajem,2- 4,wykfalifikowany,Test
zły,>$300,9,brak,meble,2069.2,brak,5 do 8 lat,< 15,MS,m,1-5 lat,polisa,20,brak,wynajem,jeden,wykfalifikowany,Test
zły,brak,12,brak,inny,1719.2,brak,1 do 5 lat,< 15,K,k,1-5 lat,brak,22,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,debet,18,brak,meble,1558.2,brak,1 do 5 lat,< 15,K,k,>8 lat,brak,24,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,36,brak,inny,2578.8,brak,do roku,< 15,K,k,>8 lat,polisa,32,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,10,brak,wakacje,1251.6,>1400,5 do 8 lat,< 15,K,k,5-8 lat,samochód,38,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,12,brak,meble,1863.4,brak,do roku,25-35,MS,m,Do roku,polisa,20,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,meble,3655.4,brak,Ponad 8,< 15,MŻW,m,5-8 lat,brak,44,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,18,brak,inny,2548,brak,1 do 5 lat,25-35,MŻW,m,1-5 lat,samochód,28,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,brak,13,spłacone,rehabilitacja,2515.8,brak,do roku,15- 25,MS,m,Do roku,samochód,26,inny bank,wynajem,2- 4,niewykfalifikowany stała praca,Uczenie
zły,brak,14,brak,inny,12569.2,brak,Ponad 8,> 35,MR,m,>8 lat,samochód,43,brak,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,debet,18,brak,używany samochód,4201.4,brak,5 do 8 lat,25-35,K,k,>8 lat,brak,38,brak,inne,jeden,wykfalifikowany,Test
dobry,>$300,12,spłacone,meble,1807.4,brak,1 do 5 lat,< 15,K,k,1-5 lat,samochód,33,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,24,spłacone,nowy samochód,5658.8,>1400,5 do 8 lat,15- 25,MS,m,>8 lat,samochód,41,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,6,brak,meble,3705.8,140-700,1 do 5 lat,25-35,MS,m,5-8 lat,brak,42,brak,inne,jeden,wykfalifikowany,Test
dobry,>$300,11,spłacone,inny,10119.2,brak,1 do 5 lat,> 35,MS,m,>8 lat,samochód,37,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,debet,36,brak,meble,3252.2,brak,5 do 8 lat,< 15,MS,m,>8 lat,polisa,22,brak,inne,jeden,wykfalifikowany,Test
dobry,>$300,6,brak,inny,4925.2,brak,1 do 5 lat,25-35,MS,m,5-8 lat,samochód,24,brak,inne,jeden,wykfalifikowany,Test
dobry,>$300,12,spłacone,używany samochód,8121.4,>1400,Ponad 8,25-35,MS,m,>8 lat,samochód,47,brak,inne,jeden,wykfalifikowany,Test
zły,brak,48,opóźnienia,nowy samochód,6447,brak,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,22,brak,własne,2- 4,wykfalifikowany,Test
dobry,<= $300,24,brak,meble,1761.2,140-700,1 do 5 lat,15- 25,K,k,5-8 lat,polisa,55,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,>$300,6,brak,meble,725.2,brak,1 do 5 lat,15- 25,K,k,Do roku,brak,27,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,24,spłacone,inny,2830.8,brak,1 do 5 lat,< 15,K,k,>8 lat,polisa,35,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,debet,36,spłacone,inny,3948,brak,do roku,< 15,MR,m,>8 lat,polisa,25,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,brak,47,brak,inny,15010.8,brak,do roku,> 35,K,k,Do roku,brak,33,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
dobry,>$300,12,brak,rehabilitacja,2158.8,brak,5 do 8 lat,25-35,MS,m,>8 lat,polisa,34,brak,wynajem,jeden,wykfalifikowany,Test
dobry,>$300,18,brak,meble,1576.4,>1400,do roku,< 15,K,k,1-5 lat,brak,19,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,24,brak,meble,2244.2,brak,Ponad 8,< 15,K,k,>8 lat,polisa,53,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,12,brak,meble,2097.2,brak,1 do 5 lat,< 15,K,k,Do roku,polisa,21,inny bank,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,15,brak,meble,2021.6,>1400,do roku,< 15,MS,m,Do roku,samochód,21,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,30,brak,AGD,16797.2,brak,do roku,> 35,MR,m,Do roku,nieruchomość,32,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,brak,6,brak,remont,627.2,brak,do roku,< 15,K,k,>8 lat,samochód,21,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,6,bez problemów,używany samochód,1470,brak,bezrobotny,< 15,MS,m,Do roku,samochód,33,sklep,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,debet,30,brak,meble,2401,>1400,1 do 5 lat,< 15,K,k,Do roku,polisa,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
zły,brak,36,brak,meble,3222.8,brak,1 do 5 lat,< 15,MR,m,>8 lat,polisa,29,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,30,spłacone,meble,8079.4,brak,5 do 8 lat,< 15,K,k,1-5 lat,polisa,23,brak,wynajem,2- 4,wykfalifikowany,Test
zły,brak,12,brak,używany samochód,1794.8,brak,1 do 5 lat,25-35,K,k,>8 lat,polisa,18,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,brak,meble,4307.8,brak,1 do 5 lat,25-35,MS,m,>8 lat,polisa,50,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,spłacone,meble,1302,>1400,Ponad 8,< 15,MS,m,>8 lat,brak,63,brak,wynajem,7 i więcej,wykfalifikowany,Test
dobry,debet,48,opóźnienia,inny,11701.2,140-700,do roku,> 35,K,k,Do roku,polisa,28,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,12,spłacone,inny,4373.6,brak,do roku,> 35,MS,m,5-8 lat,brak,47,inny bank,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,>$300,36,spłacone,inny,4949,brak,5 do 8 lat,< 15,MS,m,>8 lat,polisa,35,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,debet,12,spłacone,inny,2793,<140,do roku,< 15,MS,m,Do roku,polisa,25,brak,wynajem,jeden,wykfalifikowany,Test
dobry,<= $300,6,spłacone,inny,1852.2,<140,Ponad 8,25-35,MR,m,>8 lat,polisa,26,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,debet,8,brak,meble,1064,brak,5 do 8 lat,< 15,K,k,1-5 lat,brak,42,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
zły,debet,18,opóźnienia,inny,3189.2,<140,do roku,15- 25,K,k,5-8 lat,polisa,26,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,60,bez problemów,rehabilitacja,9570.4,brak,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,61,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,debet,9,spłacone,remont,2101.4,brak,Ponad 8,25-35,K,k,5-8 lat,polisa,32,brak,wynajem,2- 4,specjalista/samozatr.,Test
dobry,debet,8,brak,rehabilitacja,1269.8,brak,do roku,15- 25,MŻW,m,1-5 lat,brak,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,12,brak,używany samochód,2430.4,brak,5 do 8 lat,15- 25,K,k,>8 lat,brak,29,brak,wynajem,jeden,niewykfalifikowany stała praca,Test
zły,brak,15,brak,RTV,1785,>1400,1 do 5 lat,< 15,K,k,1-5 lat,polisa,22,brak,inne,jeden,wykfalifikowany,Uczenie
dobry,brak,36,spłacone,używany samochód,7519.4,brak,1 do 5 lat,15- 25,MS,m,1-5 lat,samochód,26,brak,wynajem,2- 4,wykfalifikowany,Test
dobry,>$300,24,spłacone,inny,3448.2,<140,5 do 8 lat,< 15,MŻW,m,5-8 lat,samochód,25,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,debet,20,opóźnienia,nowy samochód,8607.2,<140,Ponad 8,15- 25,MŻW,m,>8 lat,polisa,29,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
zły,>$300,18,spłacone,inny,2142,brak,1 do 5 lat,15- 25,MS,m,1-5 lat,samochód,30,inny bank,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,7,bez problemów,meble,1184.4,>1400,Ponad 8,15- 25,MS,m,>8 lat,nieruchomość,34,brak,własne,jeden,wykfalifikowany,Uczenie
zły,brak,24,spłacone,inny,1678.6,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,58,brak,wynajem,2- 4,niewykfalifikowany stała praca,Test
dobry,>$300,9,brak,remont,5364.8,>1400,Ponad 8,> 35,MS,m,>8 lat,brak,62,brak,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
dobry,brak,15,brak,inny,2409.4,brak,do roku,25-35,MS,m,5-8 lat,brak,34,brak,wynajem,jeden,wykfalifikowany,Test
zły,debet,36,brak,używany samochód,12647.6,<140,do roku,< 15,MS,m,Do roku,nieruchomość,27,brak,inne,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,24,inny bank,rehabilitacja,2182.6,brak,5 do 8 lat,< 15,MS,m,>8 lat,polisa,38,inny bank,wynajem,jeden,wykfalifikowany,Test
dobry,debet,24,brak,używany samochód,4296.6,<140,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,28,brak,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,brak,inny,3157,>1400,do roku,< 15,MS,m,Do roku,samochód,52,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,brak,24,brak,nowy samochód,4074,brak,5 do 8 lat,25-35,MS,m,Do roku,nieruchomość,32,brak,własne,jeden,specjalista/samozatr.,Test
zły,>$300,24,brak,rehabilitacja,6427.4,700-1400,1 do 5 lat,25-35,MS,m,5-8 lat,samochód,52,brak,wynajem,5- 6,specjalista/samozatr.,Uczenie
zły,<= $300,15,spłacone,meble,1779.4,>1400,1 do 5 lat,15- 25,MS,m,>8 lat,nieruchomość,37,brak,własne,2- 4,wykfalifikowany,Test
dobry,>$300,21,bez problemów,używany samochód,2227.4,<140,5 do 8 lat,< 15,MS,m,5-8 lat,brak,32,brak,wynajem,2- 4,specjalista/samozatr.,Uczenie
dobry,>$300,15,spłacone,remont,2144.8,<140,1 do 5 lat,< 15,K,k,5-8 lat,polisa,29,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,24,spłacone,nowy samochód,3075.8,>1400,5 do 8 lat,< 15,MS,m,>8 lat,polisa,41,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,>$300,21,bez problemów,rehabilitacja,3612,140-700,do roku,< 15,MS,m,1-5 lat,brak,39,inny bank,wynajem,jeden,niewykfalifikowany stała praca,Test
zły,brak,12,spłacone,inny,4898.6,brak,1 do 5 lat,15- 25,K,k,1-5 lat,brak,27,brak,wynajem,2- 4,wykfalifikowany,Test
zły,>$300,12,brak,inny,1940.4,140-700,1 do 5 lat,25-35,K,k,1-5 lat,samochód,24,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,>$300,15,spłacone,meble,2560.6,brak,Ponad 8,< 15,MS,m,>8 lat,polisa,44,brak,wynajem,2- 4,wykfalifikowany,Uczenie
dobry,>$300,36,brak,meble,3351.6,>1400,1 do 5 lat,< 15,K,k,>8 lat,polisa,23,brak,wynajem,jeden,wykfalifikowany,Uczenie
dobry,debet,12,bez problemów,meble,819,brak,1 do 5 lat,< 15,MŻW,m,>8 lat,brak,18,brak,inne,2- 4,wykfalifikowany,Uczenie
dobry,>$300,24,bez problemów,inny,2844.8,brak,Ponad 8,< 15,MS,m,>8 lat,nieruchomość,58,brak,własne,2- 4,wykfalifikowany,Uczenie
dobry,<= $300,21,brak,inny,4092.2,<140,1 do 5 lat,> 35,K,k,Do roku,polisa,26,inny bank,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,debet,18,brak,rehabilitacja,6214.6,brak,Ponad 8,> 35,MS,m,Do roku,brak,31,inny bank,wynajem,jeden,specjalista/samozatr.,Uczenie
dobry,>$300,6,brak,inny,940.8,brak,bezrobotny,> 35,K,k,>8 lat,brak,52,brak,wynajem,jeden,niewykfalifikowany bez stałej pracy,Test
zły,debet,18,brak,używany samochód,2693.6,>1400,do roku,< 15,K,k,5-8 lat,brak,25,brak,inne,jeden,wykfalifikowany,Test
zły,<= $300,24,brak,inny,1325.8,brak,5 do 8 lat,< 15,MS,m,5-8 lat,nieruchomość,36,inny bank,własne,jeden,wykfalifikowany,Uczenie
dobry,>$300,6,inny bank,inny,1096.2,>1400,1 do 5 lat,> 35,MS,m,1-5 lat,brak,24,sklep,wynajem,jeden,niewykfalifikowany stała praca,Uczenie
zły,>$300,36,bez problemów,meble,6248.2,brak,1 do 5 lat,< 15,MS,m,1-5 lat,polisa,24,brak,wynajem,2- 4,specjalista/samozatr.,Test
dobry,>$300,24,bez problemów,używany samochód,5811.4,<140,1 do 5 lat,25-35,MS,m,5-8 lat,samochód,33,brak,wynajem,2- 4,wykfalifikowany,Uczenie
zły,brak,36,spłacone,remont,11291,brak,1 do 5 lat,15- 25,K,k,1-5 lat,nieruchomość,23,brak,wynajem,2- 4,specjalista/samozatr.,Test
